"Subject.Number" "Activity.Name" "feature.Domain" "feature.Device" "feature.Source.Signal" "feature.Is.Jerk" "feature.Is.Magnitude" "feature.Variable" "feature.Axial" "count" "average"
15 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 72 -0.513173565833333
15 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 72 -0.634537342361111
15 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 72 -0.511342649008333
15 "LAYING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 72 -0.573231245
15 "LAYING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 72 -0.602464289833333
15 "LAYING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 72 -0.611092732361111
15 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 59 0.278723767966102
15 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 59 -0.0162114784338983
15 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 59 -0.111428891288136
15 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 59 -0.990661392711864
15 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 59 -0.960929474237288
15 "SITTING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 59 -0.974332992881356
15 "SITTING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 59 -0.978033627966102
15 "SITTING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 59 -0.970022548983051
15 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 59 0.0754691680242373
15 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 59 0.00659214208813559
15 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 59 0.000881606962525424
15 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 59 -0.990651886271186
15 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 59 -0.97777208338983
15 "SITTING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 59 -0.989640009322034
15 "SITTING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 59 -0.987911544745763
15 "SITTING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 59 -0.986190401694915
15 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "X" 59 0.823534044067797
15 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Y" 59 0.0928300976271186
15 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Z" 59 0.335024396101695
15 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "X" 59 -0.988302166440678
15 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Y" 59 -0.976267701864407
15 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Z" 59 -0.973471535762712
15 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Mean" "NA" 59 -0.978033627966102
15 "SITTING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Standard Deviation" "NA" 59 -0.970022548983051
15 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 59 -0.0306798745745763
15 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 59 -0.076352555661017
15 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 59 0.0810426216779661
15 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 59 -0.986214851186441
15 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 59 -0.984633786779661
15 "SITTING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 59 -0.973014236610169
15 "SITTING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 59 -0.969588101355932
15 "SITTING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 59 -0.973568140677966
15 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "X" 59 -0.0974071711355932
15 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Y" 59 -0.039030525938983
15 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Z" 59 -0.0524933321525424
15 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 59 -0.988788166949153
15 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 59 -0.992487377288136
15 "SITTING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 59 -0.987639278135593
15 "SITTING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 59 -0.991660956101695
15 "SITTING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 59 -0.991147163220339
15 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 59 -0.990011593898305
15 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 59 -0.965941396271186
15 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 59 -0.980529380508475
15 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 59 -0.990967130508475
15 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 59 -0.960338613389831
15 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 59 -0.972430735084746
15 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 59 -0.97428970779661
15 "SITTING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 59 -0.971906884237288
15 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 59 -0.991070480508475
15 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 59 -0.978387502711864
15 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 59 -0.988034348644068
15 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 59 -0.991035165762712
15 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 59 -0.978705789152542
15 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 59 -0.989796400847458
15 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 59 -0.986370449322034
15 "SITTING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 59 -0.984829064915254
15 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 59 -0.983966354237288
15 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 59 -0.986079896949153
15 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 59 -0.973346779322034
15 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 59 -0.986964032372881
15 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 59 -0.983830795932203
15 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 59 -0.975402842033898
15 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 59 -0.979986986779661
15 "SITTING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 59 -0.973973646779661
15 "SITTING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 59 -0.991372931186441
15 "SITTING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 59 -0.991193543559322
15 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 53 0.278581729981132
15 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 53 -0.0156428284324528
15 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 53 -0.109091188509434
15 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 53 -0.0721140528301887
15 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 53 -0.145003325160566
15 "STANDING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 53 -0.297254813150943
15 "STANDING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 53 -0.0630790754339623
15 "STANDING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 53 -0.12644300509434
15 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 53 0.102720384701887
15 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 53 0.0113566754849057
15 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 53 -0.0098925808245283
15 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 53 -0.16912023605283
15 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 53 -0.123880574150566
15 "STANDING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 53 -0.481768811698113
15 "STANDING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 53 -0.222677975241509
15 "STANDING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 53 -0.134700581186792
15 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "X" 53 0.865161023584906
15 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Y" 53 -0.0318088613396226
15 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Z" 53 0.100552676735849
15 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "X" 53 -0.966014138490566
15 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Y" 53 -0.949056788490566
15 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Z" 53 -0.919468632830189
15 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Mean" "NA" 53 -0.0630790754339623
15 "STANDING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Standard Deviation" "NA" 53 -0.12644300509434
15 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 53 0.00235529911650943
15 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 53 -0.0962870315528302
15 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 53 0.0861462497622641
15 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 53 -0.476581945584906
15 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 53 -0.321734068830189
15 "STANDING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 53 -0.43628413509434
15 "STANDING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 53 -0.26138291045283
15 "STANDING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 53 -0.348524995037736
15 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "X" 53 -0.100833973498113
15 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Y" 53 -0.045524809504717
15 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Z" 53 -0.0443436564584906
15 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 53 -0.388394123471698
15 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 53 -0.644613713207547
15 "STANDING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 53 -0.471779016603774
15 "STANDING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 53 -0.533843612264151
15 "STANDING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 53 -0.614320730188679
15 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 53 -0.0639821117801887
15 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 53 -0.0684347264018868
15 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 53 -0.311357460377359
15 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 53 -0.0764088696415094
15 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 53 -0.244682238296226
15 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 53 -0.346837644264151
15 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 53 -0.119696242169811
15 "STANDING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 53 -0.267206292503774
15 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 53 -0.165654305415094
15 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 53 -0.135674722622642
15 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 53 -0.414054789056604
15 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 53 -0.250939068132075
15 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 53 -0.174640709962264
15 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 53 -0.550365323773585
15 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 53 -0.112752148253585
15 "STANDING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 53 -0.168620802301887
15 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 53 -0.347826300716981
15 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 53 -0.436904526037736
15 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 53 -0.359271287075472
15 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 53 -0.521892533960377
15 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 53 -0.265936305413208
15 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 53 -0.517174389433962
15 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 53 -0.426572364528302
15 "STANDING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 53 -0.410552031626415
15 "STANDING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 53 -0.62276465509434
15 "STANDING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 53 -0.630850664528302
15 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 54 0.270666858740741
15 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 54 -0.0225622743583333
15 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 54 -0.107832911155963
15 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 54 -0.549938505185185
15 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 54 -0.321876266494444
15 "WALKING" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 54 -0.570292081666667
15 "WALKING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 54 -0.4523557225
15 "WALKING" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 54 -0.548082638148148
15 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 54 0.0605260522016667
15 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 54 0.0129467595537037
15 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 54 0.000830257849814814
15 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 54 -0.650535622777778
15 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 54 -0.502561909127778
15 "WALKING" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 54 -0.808562852777778
15 "WALKING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 54 -0.629262721296296
15 "WALKING" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 54 -0.640073757407407
15 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "X" 54 0.906223285925926
15 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Y" 54 -0.353704299444444
15 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Z" 54 -0.101149537557407
15 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "X" 54 -0.960110968333333
15 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Y" 54 -0.933135526851852
15 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Z" 54 -0.910687445925926
15 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Mean" "NA" 54 -0.4523557225
15 "WALKING" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Standard Deviation" "NA" 54 -0.548082638148148
15 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 54 0.0197530965851852
15 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 54 -0.103269851685185
15 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 54 0.0470184296351852
15 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 54 -0.612269200537037
15 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 54 -0.713200503703704
15 "WALKING" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 54 -0.662802993518518
15 "WALKING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 54 -0.560215062611111
15 "WALKING" "time" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 54 -0.581037822203704
15 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "X" 54 -0.098527993462963
15 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Y" 54 -0.04164054735
15 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Mean" "Z" 54 -0.0538668166148148
15 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 54 -0.669566660740741
15 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 54 -0.853972334444444
15 "WALKING" "time" "Gyroscope" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 54 -0.728828568333333
15 "WALKING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 54 -0.778671923333333
15 "WALKING" "time" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 54 -0.808679911296296
15 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 54 -0.590267566425926
15 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 54 -0.370169158740741
15 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 54 -0.663370252592593
15 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 54 -0.535925164055556
15 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 54 -0.340877987051852
15 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 54 -0.557413071111111
15 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 54 -0.542222978703704
15 "WALKING" "frequency" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 54 -0.622445702037037
15 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 54 -0.658202196851852
15 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 54 -0.52121489501463
15 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 54 -0.786945383888889
15 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 54 -0.674580939074074
15 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 54 -0.516859096277778
15 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 54 -0.829033284074074
15 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 54 -0.613879514259259
15 "WALKING" "frequency" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 54 -0.679743419074074
15 "WALKING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 54 -0.553897109333333
15 "WALKING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 54 -0.757041151111111
15 "WALKING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 54 -0.625028463703704
15 "WALKING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 54 -0.633943137407407
15 "WALKING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 54 -0.691809133703704
15 "WALKING" "frequency" "Gyroscope" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 54 -0.707748656296296
15 "WALKING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Mean" "NA" 54 -0.661517988888889
15 "WALKING" "frequency" "Gyroscope" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 54 -0.603929806092593
15 "WALKING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Mean" "NA" 54 -0.805468814259259
15 "WALKING" "frequency" "Gyroscope" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 54 -0.827100030185185
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "X" 42 0.271761793809524
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Y" 42 -0.0171915750904762
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Mean" "Z" 42 -0.104975515261905
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "X" 42 -0.979373187619048
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Y" 42 -0.960199770714286
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "FALSE" "FALSE" "Standard Deviation" "Z" 42 -0.959454895476191
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Mean" "NA" 42 -0.967587626428571
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "FALSE" "TRUE" "Standard Deviation" "NA" 42 -0.961857247857143
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "X" 42 0.0763320403833333
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Y" 42 0.0103591520642857
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Mean" "Z" 42 0.00096126220602381
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "X" 42 -0.988829434285714
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Y" 42 -0.983042063095238
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "TRUE" "FALSE" "Standard Deviation" "Z" 42 -0.987998832142857
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Mean" "NA" 42 -0.987918917619048
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Body" "TRUE" "TRUE" "Standard Deviation" "NA" 42 -0.988124213571429
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "X" 42 0.633552915714286
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Y" 42 0.190032113571429
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Mean" "Z" 42 0.469676565238095
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "X" 42 -0.971542515952381
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Y" 42 -0.972830274047619
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Gravity" "FALSE" "FALSE" "Standard Deviation" "Z" 42 -0.963581197380952
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Mean" "NA" 42 -0.967587626428571
15 "WALKING_DOWNSTAIRS" "time" "Accelerometer" "Gravity" "FALSE" "TRUE" "Standard Deviation" "NA" 42 -0.961857247857143
15 "WALKING_DOWNSTAIRS" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "X" 42 -0.0229847975095238
15 "WALKING_DOWNSTAIRS" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Y" 42 -0.0631036713095238
15 "WALKING_DOWNSTAIRS" "time" "Gyroscope" "Body" "FALSE" "FALSE" "Mean" "Z" 42 0.0969606422697619
